role	word	 frq
OTH	boterhammetje	60
OTH	lettertjes	85
OTH	Italiaans	2
OTH	barbecue	7
OTH	verbeterd	1
OTH	bliksem	10
TRG	Matthijs	42
TRG	donder	3
OTH	oplet	2
OTH	afronden	1
OTH	sportieve	2
OTH	aanrukken	2
OTH	redenen	2
OTH	hooguit	2
OTH	proces	1
OTH	eenvoud	1
OTH	gedemonstreerd	1
OTH	mondjes	2
OTH	interesse	3
TRG	oho	7
OTH	waanzinnig	9
OTH	rammeltjes	1
OTH	rammelaar	11
TRG	rammelaar	3
OTH	rammelen	7
OTH	borstvoeding	2
OTH	drong	1
OTH	Eveline	1
OTH	geklommen	13
TRG	Floor	1
TRG	Henny	1
OTH	achtendertig	1
OTH	gemeten	2
OTH	ietsjes	4
OTH	waaide	1
OTH	capuchon	1
OTH	zwakke	1
OTH	slijmvliezen	1
OTH	ontfermd	1
OTH	aankwam	2
OTH	bijkeuken	1
OTH	schoof	2
OTH	veertjes	9
OTH	achterlatend	1
OTH	authentiek	1
OTH	teugel	1
OTH	welbekende	1
OTH	assisteren	2
OTH	installateur	1
OTH	gegarandeerd	2
OTH	riool	6
OTH	inpompt	1
OTH	kelder	9
OTH	tilde	1
OTH	stortte	1
OTH	hopeloos	7
OTH	schreeuwde	1
TRG	gordijntjes	5
OTH	gordijntjes	7
OTH	tempo	9
OTH	kneedt	2
OTH	klutsen	4
OTH	dochtertje	3
OTH	lullen	2
OTH	details	2
OTH	verwoede	1
OTH	pogingen	2
OTH	meezit	2
OTH	brillen	1
OTH	schittert	1
OTH	toegelachen	1
OTH	boetiekje	1
OTH	Grieken	1
OTH	boycotten	1
OTH	zooi	7
OTH	exemplaar	2
OTH	snelweg	8
OTH	smoes	1
OTH	hatsjie	12
OTH	droom	22
OTH	kikkertjes	2
OTH	plop	10
OTH	cijfertje	5
TRG	zuigen	17
OTH	botst	9
OTH	Hennie	20
OTH	repertoire	3
OTH	interessante	3
OTH	centje	36
OTH	Max	103
TRG	Max	9
OTH	spijker	6
OTH	kattekwaad	2
OTH	Frank	429
OTH	oerwoud	4
OTH	horentjes	2
OTH	woest	3
OTH	afschuwelijke	1
OTH	horens	2
OTH	engerds	1
OTH	temde	1
OTH	temmen	1
OTH	vriendelijker	1
OTH	verzoek	3
OTH	danst	6
OTH	joelen	1
OTH	pret	19
OTH	glazenwassers	1
OTH	schreeuwden	1
OTH	stootten	1
OTH	gebrul	1
OTH	enzovoorts	2
OTH	zeilde	1
OTH	nagedacht	3
OTH	poedermelk	1
OTH	zuiden	5
OTH	inslikt	3
OTH	huisarts	6
OTH	kuur	1
OTH	gelazer	1
OTH	buisjes	5
OTH	verloop	3
OTH	tuttebel	2
OTH	flensjes	2
OTH	gepaard	1
OTH	rimpel	1
OTH	plooi	1
OTH	vergelijking	2
OTH	resoluut	1
OTH	ontfermen	1
OTH	geparkeerd	7
OTH	wisselend	2
OTH	intensief	4
OTH	voorbereiden	4
OTH	bedreigde	2
OTH	diersoorten	1
OTH	dromen	17
OTH	kussengevecht	1
OTH	verlamd	1
OTH	functie	2
OTH	hersteld	1
OTH	opzichten	2
OTH	voorspellen	1
OTH	wonderbaarlijk	3
OTH	vermijdt	1
OTH	linkshandig	1
OTH	etende	1
OTH	reinste	1
OTH	hameren	5
OTH	groeiden	1
TRG	monsters	4
OTH	feestvieren	1
OTH	tamme	1
OTH	spannender	3
OTH	steevast	1
OTH	opgejaagd	1
OTH	betere	4
OTH	benadering	2
OTH	aandraven	1
OTH	slinkse	2
OTH	bestaan	4
OTH	vermaakt	2
OTH	nazeggen	18
OTH	nodige	2
OTH	gemist	6
OTH	grappen	2
OTH	evaluatieproces	3
OTH	psychoanalyticus	1
OTH	onderzoekers	2
OTH	bestaande	2
OTH	eigenschappen	1
OTH	leerproces	1
OTH	citroenzuurcyclus	1
OTH	merken	19
OTH	gespitst	2
OTH	opving	1
OTH	snoes	1
OTH	neefjes	3
OTH	Dewey	2
OTH	vergapen	1
OTH	taarten	8
OTH	bakte	5
OTH	pies	3
OTH	lijntjes	12
OTH	uitspatting	1
OTH	psycholoog	1
OTH	dans	3
TRG	hoorn	4
OTH	oorlog	4
OTH	droeg	4
OTH	lans	2
OTH	toeterde	2
OTH	rinkelde	2
OTH	sporen	2
OTH	gedicht	2
OTH	uitgegeven	2
OTH	bezem	6
OTH	bonte	4
TRG	bonte	1
OTH	Tsjechoslowakije	1
OTH	Slavische	1
OTH	sterrebeeld	1
OTH	kreeft	10
TRG	kreeft	6
OTH	bruid	1
OTH	dansten	1
OTH	pardoes	1
OTH	richten	3
OTH	jurk	73
OTH	voegen	1
OTH	doppen	2
OTH	gegoten	2
OTH	oorarts	1
OTH	gemaakte	1
OTH	piepklein	9
OTH	uberhaupt	1
OTH	tikkeltje	1
OTH	troosteloos	1
OTH	almaar	3
OTH	maandagnacht	1
OTH	lost	1
OTH	kietelt	9
OTH	loodrecht	1
OTH	aandrijving	1
OTH	aanrijding	3
OTH	zaal	1
OTH	botsinkje	3
OTH	begrip	9
OTH	harige	2
OTH	gieren	1
OTH	brullen	13
OTH	Beer	7
OTH	vlammetjes	4
OTH	essentie	1
OTH	verward	1
OTH	vrouwelijk	1
OTH	thema	6
OTH	allerbeste	1
OTH	spinnetje	1
OTH	billetjes	20
OTH	uitwringen	11
OTH	wastobbe	4
OTH	opgelost	7
OTH	slaapliedje	10
OTH	wereldbol	2
TRG	wereldbol	4
OTH	gummetje	3
OTH	jojo	4
OTH	ontmoeten	2
TRG	picknick	1
OTH	picknick	2
OTH	perceptie	1
OTH	logische	1
OTH	reeks	2
OTH	overigens	1
OTH	boterhamworst	1
OTH	onvoorstelbaar	6
OTH	doller	1
OTH	Zwitserse	4
OTH	strooi	2
OTH	zoutig	3
OTH	onverdraaglijk	1
OTH	poeder	8
OTH	grendel	3
OTH	grijnzend	1
OTH	ladders	6
OTH	hopeloze	2
OTH	reclames	1
OTH	verbazing	1
OTH	talenten	1
OTH	cijfers	12
OTH	schijnbaar	1
OTH	plonsde	1
OTH	ingesteld	2
OTH	cijfer	15
OTH	beurten	2
OTH	mevrouwen	6
OTH	leegdrinken	2
OTH	slokjes	6
OTH	linkerhand	1
OTH	stille	4
OTH	verwondering	4
OTH	zevental	1
OTH	assistenten	1
OTH	stuks	2
OTH	stemgeluid	1
OTH	wijzertjes	2
TRG	wijzer	5
OTH	schakelaartje	2
OTH	uitmaakt	2
OTH	duizelig	10
OTH	bewegende	1
OTH	schreeuwerd	1
OTH	verjaarspartijtje	1
OTH	introvert	1
OTH	brabbelend	1
OTH	ooms	2
OTH	tantes	2
OTH	effectbal	2
OTH	hebbes	62
OTH	draaiend	3
OTH	tollen	8
TRG	tollen	2
OTH	opblaasbaar	1
OTH	zilveren	2
OTH	pedagogisch	2
OTH	suikerzoet	1
OTH	gebrom	2
OTH	koppigheidsfase	1
OTH	geimponeerd	1
OTH	gekieteld	7
OTH	behandeling	2
TRG	servet	3
OTH	wildebras	1
OTH	servet	6
OTH	uiterste	2
OTH	opvreten	1
OTH	servetjes	3
OTH	verhuizing	7
OTH	verre	3
OTH	toekomst	1
OTH	gekost	1
OTH	kortste	6
OTH	flats	8
OTH	verstevigde	1
OTH	kwade	1
OTH	Mexicaanse	1
OTH	schenk	17
TRG	geduld	2
OTH	Ali	1
OTH	nederige	1
OTH	vastgeplakt	6
OTH	krantje	6
OTH	transformatie	1
OTH	complimenteus	1
OTH	Jannes	1
OTH	afzet	2
OTH	dichtheid	1
OTH	tasten	1
OTH	lenzen	3
OTH	functioneert	1
OTH	volleybal	2
OTH	tekeningetje	2
OTH	meelezen	3
OTH	slapende	4
TRG	plasjes	7
OTH	koks	1
OTH	Oliver	1
OTH	Hardy	2
OTH	bakkers	5
TRG	bakkers	1
OTH	smeerkees	4
OTH	stouterd	15
OTH	opengekrabde	1
OTH	platenhoezen	1
OTH	fenomeen	2
OTH	opgehouden	3
OTH	platenspeler	2
OTH	spierballen	8
OTH	geholpen	26
OTH	gekaapt	1
OTH	doerak	1
OTH	mettertijd	1
OTH	aangepakt	1
OTH	snurkt	1
OTH	stelten	3
OTH	bever	30
OTH	oever	6
OTH	luisterde	2
OTH	snikte	2
OTH	sprong	16
OTH	viertjes	13
OTH	otter	40
OTH	evenmin	1
OTH	echo	4
OTH	Oude	1
OTH	duimpje	9
OTH	landschappen	1
OTH	Alaska	2
OTH	Canada	2
OTH	enkele	6
OTH	kleffe	3
OTH	reutel	3
OTH	vingervaardigheid	1
OTH	echter	2
OTH	vereist	1
OTH	modernistisch	1
OTH	eventueel	11
OTH	voortgang	1
OTH	transcript	1
OTH	diepst	1
OTH	fabrikanten	1
OTH	kinderspeelgoed	1
OTH	terugkerende	1
OTH	wijsjes	1
OTH	moppie	1
OTH	slurp	1
TRG	mondjes	1
OTH	knipte	2
TRG	knipte	1
OTH	hingen	2
OTH	handigste	3
OTH	omelet	3
OTH	bakt	5
OTH	bloedig	2
OTH	slingeraap	1
OTH	slingert	1
OTH	plomp	1
OTH	zeepje	1
OTH	gehandicapte	1
OTH	zorgzaam	1
OTH	mededeelde	1
OTH	veelvuldig	1
OTH	voortbracht	1
OTH	godsgruwelijk	1
OTH	wanstaltige	1
OTH	wanstaltig	1
OTH	schijnzwanger	1
OTH	zenuwachtig	3
OTH	nogmaals	5
OTH	weggestopt	6
OTH	dubbelzinnige	1
OTH	woordspeling	2
OTH	vingertoppen	1
OTH	stippels	1
OTH	strikken	9
OTH	gedroomd	29
OTH	drukknoopjes	1
OTH	overtuigd	2
OTH	overgenomen	3
OTH	apert	1
TRG	strikjes	2
OTH	strikjes	3
OTH	binnenstebuiten	2
OTH	belangrijke	2
OTH	toevoeging	1
OTH	reutelt	1
OTH	omrollen	1
OTH	hiel	3
OTH	madame	1
OTH	geweldige	3
OTH	uitkoken	1
OTH	uitgekleed	6
OTH	tulpen	55
OTH	harten	2
OTH	viert	3
OTH	bruiloft	8
OTH	trouwen	18
TRG	wereld	15
TRG	weggooi	1
OTH	inschenkt	1
TRG	knuffel	8
OTH	hooikoorts	4
OTH	toegeslagen	1
OTH	ontroering	1
OTH	gemaaid	2
OTH	beschermhoes	1
OTH	lachend	3
OTH	bont	2
TRG	toeteren	4
OTH	monden	2
OTH	trompetten	5
TRG	trompetten	4
TRG	puzzels	29
OTH	hartelijk	2
OTH	gefeliciteerd	5
TRG	Lianne	1
OTH	Lianne	1
OTH	gewekt	1
OTH	opborrelen	1
OTH	kastelen	4
OTH	prinsen	3
OTH	aartshertogen	1
OTH	veilige	1
OTH	bleven	4
OTH	regende	4
OTH	overige	1
OTH	zeldzame	1
OTH	Europa	4
OTH	willekeurig	2
OTH	wonderlijke	2
OTH	buitengewoon	3
OTH	machientje	3
TRG	keukentje	6
OTH	flauwgevallen	1
OTH	doordacht	1
TRG	smakelijk	5
OTH	braadpan	1
OTH	slagerij	1
OTH	klassieken	1
OTH	vaders	3
OTH	gebaren	1
TRG	vorken	2
OTH	toetje	45
OTH	verbijsterd	1
OTH	vervoerd	1
OTH	borreltjes	1
OTH	geknoei	3
OTH	scheutje	1
OTH	snijplank	1
OTH	vla	32
OTH	toetjes	2
OTH	prakken	2
OTH	mysterieus	1
OTH	kliederen	9
TRG	gordijntje	4
OTH	razendsnelle	1
OTH	vaart	16
OTH	pruimen	8
OTH	waaraan	1
OTH	halsband	1
TRG	bekertjes	5
OTH	viool	30
TRG	klip	5
OTH	klip	5
OTH	gevat	2
OTH	asociaal	2
OTH	achterlaat	1
TRG	klakken	1
OTH	klakken	2
OTH	levend	6
OTH	dweiltje	8
OTH	assistentie	1
OTH	verlenen	1
OTH	verwerkt	1
OTH	gewreven	1
OTH	uche	5
OTH	spaarvarken	3
TRG	spaarvarken	1
OTH	lichtgele	1
OTH	wiet	2
OTH	zuinig	4
OTH	videotheek	1
TRG	knap	14
OTH	geknapt	3
OTH	gleufjes	1
OTH	malletje	1
OTH	instrument	3
OTH	kringetje	13
TRG	guldentje	1
OTH	guldentje	2
OTH	tongetje	4
OTH	kwartje	7
OTH	stuiver	4
TRG	stuiver	1
TRG	doormidden	1
OTH	dubbelvouwen	3
TRG	portemonnee	14
TRG	sleuteltjes	2
OTH	pompen	4
TRG	pompen	3
TRG	pomp	3
OTH	openmaakt	4
OTH	pletters	1
OTH	winkels	12
OTH	fluks	1
OTH	spraak	2
OTH	gelanceerd	1
OTH	maandagochtend	2
OTH	ontwikkelde	1
OTH	ongerust	2
OTH	afgestompt	1
OTH	koortsen	1
OTH	Jin	3
OTH	brancard	13
OTH	educatief	3
OTH	zelfstandig	3
OTH	ontdekkend	2
OTH	anticipeerde	1
TRG	druppelfles	1
OTH	druppelfles	1
TRG	drup	12
OTH	drup	16
OTH	lijntje	7
TRG	lijntje	1
OTH	achternaam	10
TRG	schrijft	3
OTH	kwebbel	7
OTH	heerst	3
OTH	sombere	1
OTH	toetert	3
OTH	piezeltje	2
OTH	temperaturen	4
OTH	injectie	1
OTH	meten	8
OTH	versterkend	1
OTH	soepje	39
OTH	ondersteek	1
OTH	erwtensoep	1
OTH	gedichten	1
OTH	opzeggen	1
TRG	Hennie	6
OTH	droomt	10
OTH	po	13
TRG	luiertje	2
OTH	luiertje	13
OTH	pleistertje	5
OTH	slof	17
TRG	pleistertje	2
OTH	marcheerde	1
OTH	beroep	1
OTH	opgevallen	8
OTH	uitspreekt	1
OTH	handige	8
OTH	beschuitbol	2
OTH	ouderwetse	7
OTH	voedingsmiddelen	1
OTH	beschuitbollen	1
OTH	vroege	2
OTH	jeugd	1
OTH	geraffineerd	1
OTH	frutjes	1
OTH	rechttoe	2
OTH	rechtaan	2
OTH	ongegeneerd	1
OTH	geamuseerde	1
OTH	gepiep	1
OTH	acuut	3
OTH	zieker	4
OTH	speculeren	1
OTH	grootvader	22
OTH	pand	1
OTH	stelen	7
OTH	geknepen	1
OTH	geheim	1
TRG	dekentjes	5
OTH	boekenkast	21
TRG	droom	13
OTH	behoorlijke	3
OTH	ideeen	7
OTH	weliswaar	5
OTH	Albert Hein bonnetje	1
OTH	vrolijker	3
OTH	natste	1
OTH	zomers	4
OTH	druifjes	5
OTH	schoonmoeder	3
OTH	kas	9
OTH	trosjes	1
OTH	schutting	7
OTH	woekeraars	1
OTH	immens	1
OTH	slierten	1
OTH	scheuten	1
OTH	grijp	1
OTH	ranken	2
OTH	omgebracht	1
OTH	ontmoet	2
OTH	appartement	1
OTH	oorpijn	4
OTH	beroemd	5
OTH	relatief	2
TRG	kluts	1
OTH	stropdas	10
OTH	dekens	19
OTH	dichtmaken	5
OTH	haakje	13
OTH	wijsneus	6
TRG	dring	1
OTH	pratend	1
OTH	zwoele	1
OTH	jasses	2
OTH	knuffel	13
OTH	braak	2
OTH	handvatten	1
OTH	instructie	3
OTH	vijfdelig	1
OTH	boekwerk	1
OTH	toepassing	1
OTH	bubbelbaden	1
OTH	stroomt	8
OTH	stroomversnelling	1
OTH	ovale	1
OTH	sleuren	1
OTH	piefje	2
OTH	flauwekul	16
OTH	verandering	3
OTH	adequate	1
OTH	opmerking	2
OTH	wekken	1
OTH	voldoende	6
OTH	Arnold	29
TRG	Arnold	416
OTH	Felix	6
OTH	gelukkige	2
OTH	zoontje	8
OTH	weigerde	1
OTH	Griekse	7
OTH	Kasper	1
OTH	ontdekte	3
OTH	totale	1
OTH	golf	5
OTH	verwonderen	1
OTH	afgeschaft	1
OTH	types	1
OTH	noemden	3
OTH	Piotr	1
OTH	exclusief	1
OTH	boterhammetjes	12
OTH	onmogelijke	3
OTH	gevolgd	1
OTH	zomervakantie	3
OTH	afleveringen	2
OTH	ingehaald	1
OTH	boeiend	2
OTH	effectief	2
OTH	langzame	1
OTH	uitgebreide	2
OTH	ingedeeld	1
TRG	rozijntje	60
OTH	kietel	21
TRG	klopjes	1
OTH	klapjes	1
OTH	zoekend	1
OTH	reist	4
OTH	regendruppels	2
OTH	ontij	2
OTH	droefenis	1
OTH	pikdonkere	1
OTH	torenhoge	2
OTH	schildwachten	1
OTH	streepjesbroek	4
TRG	kroontjes	2
OTH	kroontjes	1
OTH	wangetjes	6
OTH	getrouwd	9
OTH	hartjes	8
OTH	gordijntje	4
OTH	gestapt	3
TRG	klokjes	2
OTH	waarnaar	3
OTH	meemaakt	3
TRG	tulp	1
OTH	friemelen	6
OTH	tonen	4
TRG	windje	5
OTH	wijzers	3
OTH	loslaat	4
OTH	kinnetje	3
OTH	menselijk	1
OTH	aangeland	1
OTH	koppoters	2
OTH	kijkend	2
OTH	universeel	1
OTH	onderdelen	4
OTH	onbestemd	1
OTH	verbinding	3
OTH	middenstuk	2
OTH	handelende	1
TRG	ruik	9
OTH	noteert	2
OTH	opvangt	4
OTH	maximaal	3
OTH	Dicky	11
OTH	duf	4
TRG	duf	1
OTH	uiltje	1
OTH	knappen	1
OTH	hazeslaapje	1
OTH	juffen	1
OTH	Suzan	12
TRG	Suzan	18
TRG	Manon	1
OTH	Manon	65
OTH	gezichtjes	3
OTH	strakke	2
OTH	begeleiding	1
OTH	oliespuit	1
OTH	druppeltje	5
OTH	sprongen	5
OTH	vermoedelijk	2
OTH	zevenentwintig	15
OTH	herfstvakantie	4
OTH	schema	2
OTH	agenda	9
OTH	Lars	43
TRG	Lars	55
OTH	liane	1
OTH	stippeltjes	13
OTH	ijsvlakte	1
OTH	grenst	1
OTH	berehuid	1
OTH	voorschijn	10
OTH	avondeten	23
OTH	beschermen	4
OTH	ijsschots	2
OTH	drijft	7
OTH	eenzaam	3
OTH	dobbert	2
OTH	lichaam	3
OTH	Hippo	7
OTH	vlakte	1
OTH	adelaar	9
OTH	tropen	4
OTH	liaan	1
OTH	ijskoude	1
TRG	duikelen	22
OTH	hersenschudding	2
OTH	onderhandeld	1
TRG	computer	21
OTH	ingewikkeldheid	1
OTH	list	1
OTH	desalniettemin	1
OTH	gedeeltelijk	2
OTH	druppel	11
OTH	substantie	1
OTH	gelaafd	1
OTH	walgelijke	1
OTH	prutser	1
OTH	advies	1
OTH	opvolgen	1
OTH	aardbeien	27
OTH	tomatensoep	2
OTH	blikje	6
OTH	kraag	24
OTH	snoekduiken	1
OTH	geblaas	2
TRG	Frederiek	9
OTH	Frederiek	9
OTH	houwen	5
OTH	Liselotte	2
OTH	onthoofden	1
TRG	opvouwen	7
OTH	kunstenaars	1
OTH	leefden	2
OTH	opgebouwd	2
OTH	kleurrijk	1
OTH	sap	188
OTH	kwijtraken	3
OTH	gloednieuw	1
OTH	stapjes	6
TRG	hops	13
TRG	wegvaren	2
OTH	lettertje	12
OTH	Verenigde	2
OTH	Staten	2
OTH	west	1
OTH	wezen	25
OTH	Centraal	1
OTH	Afrika	16
OTH	Guinea	1
OTH	Japan	1
OTH	Australie	2
OTH	Kazachstan	1
OTH	Alberta	2
OTH	Indonesie	1
TRG	kanon	2
OTH	West	1
OTH	opdracht	4
OTH	saaie	6
OTH	kwartetspel	1
OTH	spelregels	4
OTH	opklappen	2
OTH	ballet	14
TRG	klikken	2
OTH	klikken	2
OTH	rozijn	20
TRG	vastgemaakt	8
OTH	matras	10
OTH	misbaar	1
TRG	kwijtraken	1
TRG	geldje	1
OTH	gegadigde	1
OTH	onderzocht	2
OTH	pleistertjes	2
OTH	resterende	1
OTH	kostelijk	1
OTH	geamuseerd	1
OTH	draag	5
OTH	rokken	2
OTH	wijdbeens	3
OTH	propje	4
OTH	riolering	2
OTH	basis	3
OTH	decoratieve	1
OTH	gedeelte	10
OTH	clinch	1
OTH	weggezet	2
OTH	krulletjes	12
OTH	telefoontje	4
OTH	envelopje	6
OTH	apenfamilie	1
OTH	matrasje	8
OTH	pingpongen	1
OTH	tafeltennis	1
OTH	geschrikt	1
OTH	strikt	3
OTH	grauw	4
OTH	allermeest	1
OTH	computers	3
OTH	ijverige	1
OTH	opsplitsen	1
OTH	ondergrond	5
TRG	raken	2
OTH	liefhebber	1
OTH	puzzeltjes	14
OTH	schadelijke	1
OTH	drukte	5
OTH	artsen	1
OTH	arts	3
OTH	potjeslatijn	2
OTH	onbegrijpelijke	1
OTH	betrekken	1
OTH	larynx	1
OTH	uterus	1
OTH	meegekregen	3
OTH	jakkes	1
OTH	ziel	3
OTH	blind	1
OTH	schot	2
OTH	stampvol	1
OTH	voltooiing	1
OTH	monument	2
TRG	bedjes	1
OTH	verhuisd	3
OTH	aanwinst	1
OTH	contacten	2
OTH	buur	1
OTH	zeeen	1
OTH	ontruimen	1
OTH	ateliertje	1
OTH	gedruis	1
OTH	gewoel	1
OTH	filmpje	2
OTH	fotootje	3
OTH	doorklinken	1
OTH	magnifiek	1
OTH	artiest	1
OTH	legitimeert	1
OTH	wangedrag	1
OTH	ongelukkig	3
OTH	pneumatische	1
OTH	schuurmachine	2
OTH	geboord	2
OTH	bestand	3
TRG	bestand	1
TRG	bedoeld	1
OTH	beslist	4
OTH	stimuleer	1
OTH	kapoentje	5
OTH	contrastekker	1
OTH	kogeltjes	1
OTH	grondig	2
OTH	bijgehouden	1
OTH	herderinnetje	1
OTH	Pieter	8
OTH	stamboom	1
OTH	doop	1
OTH	ziektes	2
OTH	kerstmis	18
OTH	boomgaard	1
OTH	fruitbomen	1
OTH	gegevens	1
OTH	verloskunde	1
OTH	aangifte	1
OTH	burgerlijke	1
OTH	stand	1
OTH	gram	2
OTH	karaktertrekjes	1
OTH	Kaja	1
OTH	Desiree	1
OTH	Janet	6
OTH	Herbert	1
OTH	Joske	2
OTH	Karin	2
OTH	Dolf	1
OTH	Mia	1
OTH	jurkje	18
TRG	grootvader	6
OTH	pony	3
OTH	belachelijke	1
OTH	uitzondering	3
OTH	hoeden	4
OTH	desnoods	3
OTH	gevoerd	8
OTH	manen	4
TRG	zonnen	2
TRG	gehoest	1
OTH	dramatische	1
OTH	naadloos	1
OTH	kwartet	92
TRG	Willemijn	1
OTH	gemotiveerde	1
OTH	merkwaardige	4
OTH	serie	3
OTH	meerdere	7
OTH	boekvorm	1
OTH	tangen	6
OTH	bedekken	1
TRG	rubber	4
OTH	rubber	10
TRG	Gerrit	12
TRG	dekentje	15
OTH	ondergoed	3
OTH	zulk	23
OTH	geschilderd	6
TRG	koffiekan	13
OTH	thermoskan	4
TRG	thermoskan	1
OTH	oordopjes	1
OTH	knikkertjes	2
OTH	muzikaal	2
TRG	gedanst	1
OTH	oost	2
OTH	kinderzitje	1
OTH	inpluggen	1
OTH	hangerig	3
TRG	huiven	1
TRG	kapoentje	7
OTH	tonnen	2
OTH	Chico	1
OTH	Pipo	19
TRG	afgedroogd	12
OTH	schuimbad	2
OTH	drijven	10
OTH	achtergelaten	3
OTH	spetter	14
OTH	prehistorische	2
OTH	Pieten	6
OTH	Sander	1
OTH	Joni	1
OTH	traditionele	1
OTH	informatie	2
OTH	gevrijwaard	1
OTH	afkloppen	6
OTH	kriebel	29
OTH	paprika	5
OTH	noot	4
TRG	paprika	19
OTH	frutselen	1
OTH	herhalen	4
OTH	hals	8
OTH	stoken	5
OTH	sneeuwballen	9
OTH	kwijtgeraakt	4
OTH	gestreepte	2
OTH	doortastend	1
OTH	gegild	1
OTH	traantjes	12
OTH	krokodilletranen	1
OTH	beeldschone	2
OTH	druppelen	1
OTH	vereeuwigen	1
OTH	overgave	1
TRG	knuffelen	4
OTH	lelijkerd	1
OTH	apezuur	1
TRG	pretje	1
OTH	pretje	2
TRG	wijsje	2
OTH	beklagen	1
OTH	teleurgesteld	3
OTH	muzikale	2
OTH	talent	6
OTH	poet	1
OTH	onverstoorbaar	2
OTH	handeling	1
OTH	betaalt	6
OTH	greep	3
OTH	flirt	1
OTH	driftkikker	2
OTH	suja	2
TRG	zoetje	1
OTH	samples	1
OTH	beloofd	10
OTH	belooft	4
OTH	samengestelde	5
OTH	weggetje	6
TRG	bons	1
OTH	dijk	1
OTH	zuil	3
TRG	batterij	7
OTH	liefje	8
OTH	waarschijnlijker	1
OTH	verdraaid	1
OTH	gekeild	1
OTH	meubilair	2
OTH	humeur	8
OTH	voorbode	1
OTH	longontsteking	2
OTH	beloven	1
OTH	laden	2
OTH	plaaggeest	1
OTH	pollepel	1
OTH	adembenemend	1
OTH	waarboven	1
OTH	lekbak	1
OTH	afdelingen	1
OTH	amandeltjes	1
OTH	kerstvakantie	2
OTH	compact	1
OTH	basisschool	14
OTH	bromtol	11
OTH	sommetjes	8
OTH	gymnastiek	9
OTH	huppelen	2
OTH	touwen	9
OTH	ijslolly	1
OTH	ottertje	1
OTH	smelt	5
TRG	Tommy kaartje	1
OTH	Tommy kaartje	1
OTH	longfoto	1
OTH	inhouden	3
OTH	longen	1
OTH	opluchting	1
OTH	verwezen	2
OTH	indenken	2
OTH	afkomstig	1
OTH	oogzenuw	1
OTH	slechter	4
OTH	zicht	4
OTH	dwaalt	1
OTH	vraagteken	1
OTH	verbleekt	1
OTH	persoon	1
OTH	populaire	3
OTH	verwees	1
OTH	vaatdoek	19
OTH	tafels	3
OTH	drapeerde	1
OTH	geconstateerd	2
OTH	bronchitis	4
OTH	verklaren	3
OTH	knagen	1
OTH	rondvliegen	2
OTH	balpen	2
OTH	Barbara	1
TRG	honk	1
OTH	waarover	7
OTH	welkom	1
OTH	profileren	1
OTH	buitenwereld	1
OTH	oudejaarsavond	1
OTH	overleven	1
OTH	geschikte	1
OTH	hoeverre	3
OTH	concept	1
OTH	hoofdzin	1
OTH	ondergeschikte	2
OTH	equivalent	1
OTH	constructies	3
OTH	uiting	3
OTH	functioneren	1
TRG	stempeltje	2
OTH	vreemdeling	1
OTH	schurkje	1
OTH	voorlees	4
OTH	gloed	2
OTH	lichterlaaie	1
OTH	repareerde	1
OTH	rat	14
OTH	snoek	3
OTH	speurtocht	1
OTH	houtjes	13
OTH	opwindende	1
OTH	draken	4
OTH	gevochten	8
OTH	runs	1
OTH	verslik	4
OTH	keken	1
OTH	heuvels	2
OTH	uitlezen	5
OTH	friemel	1
OTH	expliciete	1
OTH	exact	2
TRG	soepstengel	1
OTH	toegekomen	2
OTH	zodoende	2
OTH	styling	1
OTH	Annie	5
OTH	Schmidt	1
OTH	Fiep	2
OTH	streken	2
OTH	verlies	7
OTH	wasbeer	13
OTH	marter	1
TRG	zwijn	6
OTH	wroet	1
OTH	aarde	20
OTH	zwijntjes	1
OTH	worteltjes	14
OTH	insekten	2
OTH	engerlingen	1
OTH	maden	1
OTH	rottend	1
OTH	humuslaag	1
OTH	alleseters	1
OTH	egeltje	14
OTH	omschreven	1
OTH	oudjaar	1
OTH	struisvogel	9
OTH	toekan	1
OTH	exotische	1
OTH	pluim	3
OTH	kaketoe	3
OTH	pelikaan	10
TRG	f	6
OTH	mus	17
OTH	kwartel	2
OTH	kangoeroe	13
OTH	ambities	1
OTH	vervuld	1
OTH	prototypisch	1
OTH	afgebeeld	1
OTH	boekenrek	1
OTH	enig	8
OTH	geresulteerd	1
OTH	vermogens	1
OTH	dominospellen	1
OTH	tijgertjes	1
OTH	kwartetten	41
OTH	aantallen	1
OTH	deck	1
OTH	spoelt	2
OTH	beluisteren	1
OTH	neushoorns	1
OTH	zesentwintig	21
OTH	huistiran	1
OTH	terugdoet	1
OTH	dilemma	1
OTH	besteed	4
OTH	afgenomen	2
OTH	theelepeltje	2
TRG	chinees	1
OTH	chinees	6
OTH	afzakt	1
OTH	aloude	1
OTH	peil	1
TRG	pakjes	13
TRG	kopjes	9
TRG	medicijn	3
OTH	medicijn	1
OTH	rechtstreeks	3
OTH	papperig	1
OTH	pasta	15
OTH	leuningen	1
OTH	leunen	4
OTH	hoogtevrees	1
OTH	ernstige	5
OTH	watten	12
OTH	protesteren	1
OTH	koeren	1
TRG	weggezet	2
OTH	molletje	5
OTH	rollerskates	3
OTH	vogelnestje	1
TRG	koppetje	7
OTH	sprietjes	2
TRG	raampjes	3
TRG	cijfertjes	8
OTH	trompetters	1
OTH	trompetteren	3
